Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,pl_insol,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,Star_LEBTemp,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,features,scaled_features,Discovery_Method_Index,Discovery_Facility_Index
HAT-P-60 b,HAT-P-60,Transit,2021,HATNet,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,4.7947813,2.4E-6,-2.40E-06,0.06277,18.282,1.631,182.43351,0.574,Mass,0.25,1634,1772,12,-12,0,0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,Unknown,6212,26,-26,0,2.2,1.44,0.037,3.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h53m07.82s,28.2825719,52.0539209,233.22,9.727,8.368,1/1/2021,"[18.282,182.43351,6212.0]","[1.8090497610158092,-0.2025139978762338,1.001559209325533]",0,5
K2-285 d,K2-285,Transit,2018,K2,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,10.45582,2.5E-4,-2.30E-04,0.1178,2.48,0.221,6.5,0.02045,Mass,0,24.61,620,13,-12,0,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,K2 V,4975,95,-95,0,0.79,0.83,0,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h17m32.24s,349.3843458,1.3001522,154.961,12.075,9.971,1/1/2018,"[2.48,6.5,4975.0]","[-1.0625723603946935,-0.5664811191352779,-0.5134326988117157]",0,2
TOI-1201 b,TOI-1201,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,2.4919863,3.0E-6,-3.10E-06,0.0287,2.415,0.215,6.28,0.01976,Mass,0,40.6,703,15,-14,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,M2.0 V,3476,51,-51,0,0.51,0.51,0.05,4.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14.5372835,37.8871,12.26,8.646,1/1/2021,"[2.415,6.28,3476.0]","[-1.0743845004966859,-0.5669362499780434,-2.3493040571769024]",0,0
TOI-2015 b,TOI-2015,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=JONES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231011775J/abstract target=ref>Jones et al. 2023</a>,3.348968,4.0E-6,-4.00E-06,0.0301,3.39,0.302,16.4,0.0516,Mass,0,11.47,512,11,-11,0,0,<a refstr=JONES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231011775J/abstract target=ref>Jones et al. 2023</a>,M4,3194,56,-56,0,0.33,0.34,0.05,4.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h28m31.84s,232.1326528,27.361073,47.3444,16.11,10.263,1/1/2023,"[3.39,16.4,3194.0]","[-0.8972023989668009,-0.5460002312108311,-2.694678121926057]",0,0
TOI-406 c,TOI-406,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,3.307441,1.0E-5,-8.00E-06,0.0322,1.32,0.118,2.08,0.00654,Mass,0.032,19,584,22,-22,0,0,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,M3,3392,44,-44,0,0.41,0.41,-0.02,4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h17m03.03s,49.2626428,-42.2441492,31.0597,13.773,8.848,1/1/2024,"[1.32,2.08,3392.0]","[-1.2733736299071718,-0.575625111521748,-2.4521814381660123]",0,0
TOI-2000 b,TOI-2000,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,3.09833,2.1E-5,-1.90E-05,0.04271,2.7,0.241,11,0.0347,Mass,0,628,1488,122,-160,0,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,Unknown,5611,85,-82,0,1.13,1.08,0.439,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66.6866307,175.713,10.984,9.303001,1/1/2023,"[2.7,11.0,5611.0]","[-1.0225928092802579,-0.5571716246241657,0.26549604296297324]",0,0
TOI-4145 A b,TOI-4145 A,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.0664428,5.8E-6,-5.80E-06,0.04823,13.305,1.187,136.66622,0.43,Mass,0,223,1074,19,-16,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Unknown,5281,86,-76,0,0.86,0.91,0.168,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m43.14s,39.4297435,80.2673838,205.387,12.084,10.286,1/1/2023,"[13.305,136.66622,5281.0]","[0.904603279667874,-0.29719629455256247,-0.13866509663710125]",0,0
HAT-P-59 b,HAT-P-59,Transit,2021,HATNet,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,4.1419771,1.2E-6,-1.20E-06,0.05064,12.588,1.123,489.45575,1.54,Mass,0.03,441.4,1278,6,-6,0,0,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,Unknown,5678,16,-16,0,1.1,1.01,0.217,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m50.12s,292.4588212,62.5291892,265.471,11.64,10.208,1/1/2021,"[12.588,489.45575,5678.0]","[0.7743062880812817,0.43264641502806916,0.34755300160904895]",0,5
TOI-2796 b,TOI-2796,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.8084983,5.7E-6,-5.60E-06,0.0569,17.262,1.54,139.8445,0.44,Mass,0,352,1205,18,-17,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Unknown,5764,81,-78,0,1.07,1.06,0.239,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h36m36.65s,84.1527191,0.8962788,350.343,12.475,10.936,1/1/2023,"[17.262,139.8445,5764.0]","[1.623690024030699,-0.29062114339372297,0.4528798440502805]",0,0
TOI-4438 b,TOI-4438,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GOFFO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240309833G/abstract target=ref>Goffo et al. 2024</a>,7.44628,9.0E-6,-9.00E-06,0.0534,2.52,0.225,5.4,0.01699,Mass,0.14,6,435,15,-15,0,0,<a refstr=GOFFO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240309833G/abstract target=ref>Goffo et al. 2024</a>,M3.5 V,3422,81,-81,0,0.37,0.37,-0.19,4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h01m16.14s,270.3172389,35.5948992,30.0346,13.69,8.869,1/1/2024,"[2.52,5.4,3422.0]","[-1.0553033511011598,-0.5687567733491053,-2.4154395163841875]",0,0
TOI-532 b,TOI-532,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.3266508,3.0E-6,-3.00E-06,0.0296,5.82,0.519,61.5,0.1935,Mass,0,94.1,867,18,-18,0,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,Unknown,3927,37,-37,0,0.61,0.64,0.338,4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,11.5626373,135.047,14.413,10.587,1/1/2021,"[5.82,61.5,3927.0]","[-0.45561008438462647,-0.45269840844390685,-1.7969504997234673]",0,0
EPIC 249893012 c,EPIC 249893012,Transit,2020,K2,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,15.624,0.001,-0.001,0.13,3.67,0.327,14.67,0.04616,Mass,0.07,160,990,92,-49,0,0,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,G8 IV/V,5430,85,-85,0,1.71,1.05,0.2,3.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m59.58s,228.2482353,-16.7246474,321.296,11.429,9.714,1/1/2020,"[3.67,14.67,5430.0]","[-0.8463193339120648,-0.5495792146562142,0.04381978154596269]",0,2
HATS-47 b,HATS-47,Transit,2020,HATSouth,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,3.9228038,2.2E-6,-2.20E-06,0.04269,12.52,1.117,117.27927,0.369,Mass,0.088,87.73,853,5,-5,0,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,Unknown,4512,19,-19,0,0.66,0.67,-0.113,4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m56.26s,287.4844021,-49.6649424,300.67,14.602,11.926,1/1/2020,"[12.52,117.27927,4512.0]","[0.7619489722822743,-0.33730356224416386,-1.0804830249778807]",0,4
HD 202772 A b,HD 202772 A,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.308958,8.3E-5,-8.30E-05,0.05208,17.318,1.545,323.23311,1.017,Mass,0.038,3440,2132,28,-30,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,Unknown,6272,77,-71,0,2.59,1.72,0.3,3.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26.6163743,161.498,8.324,6.959,1/1/2019,"[17.318,323.23311,6272.0]","[1.6338666370416464,0.08876891398305266,1.075043052889183]",0,0
TOI-172 b,TOI-172,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,9.47725,6.4E-4,-7.90E-04,0.0914,10.817,0.965,1722.6386,5.42,Mass,0.3806,299,1198,18,-17,0,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,Unknown,5645,50,-50,0,1.78,1.13,0.148,3.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26.6928654,342.831,11.299,9.722,1/1/2019,"[10.817,1722.6386,5645.0]","[0.45247090161007564,2.983826186866439,0.3071368876490415]",0,0
TOI-2136 b,TOI-2136,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.851928,1.8E-5,-1.60E-05,0.057,2.19,0.195,6.37,0.02004,Mass,0,4,395,24,-22,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342,100,-100,0,0.34,0.34,0.03,4.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,36.5631318,33.3631,14.32,9.343,1/1/2022,"[2.19,6.37,3342.0]","[-1.1152726777728132,-0.566750060087821,-2.513417974469054]",0,0
TOI-269 b,TOI-269,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.6977104,3.7E-6,-3.70E-06,0.0345,2.77,0.247,8.8,0.02769,Mass,0.425,19,531,25,-25,0,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,3514,70,-70,0,0.4,0.39,-0.29,4.83,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54.1777213,57.0225,14.37,10.1,1/1/2021,"[2.77,8.8,3514.0]","[-1.009872043016574,-0.5617229330518205,-2.302764289586591]",0,0
TOI-3261 b,TOI-3261,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,0.8831331,1.0E-6,-1.00E-06,0.01714,3.82,0.341,30.3,0.09533,Mass,0,1466,1722,26,-18,0,0,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,K1.5+/-1,5068,61,-42,0,0.85,0.86,0.138,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m54.85s,47.7285242,-73.531972,300.141,13.261,11.184,1/1/2024,"[3.82,30.3,5068.0]","[-0.8190605490613133,-0.5172442370542846,-0.3995327412880584]",0,0
HAT-P-25 b,HAT-P-25,Transit,2010,HATNet,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>,3.65281514,7.6E-7,-7.50E-07,0.0466,12.722,1.135,180.84527,0.569,Mass,0.023,325,1182,25,-25,0,0,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>,Unknown,5519,78,-76,0,0.92,1.01,0.294,4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h13m44.51s,48.4354731,25.1973548,300.384,13.146,10.815,1/1/2010,"[12.722,180.84527,5519.0]","[0.7986574692146198,-0.20579971155675134,0.1528208161653767]",0,5
TOI-6034 b,TOI-6034,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,2.576184,2.0E-6,-2.00E-06,0.02949,11.92,1.063,254,0.798,Mass,0.04,43,714,21,-21,0,0,<a refstr=KANODIA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240814694K/abstract target=ref>Kanodia et al. 2024</a>,Unknown,3635,88,-88,0,0.49,0.51,-0.09,4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h11m36.03s,317.9001392,68.4020762,117.992,15.189,11.016,1/1/2024,"[11.92,254.0,3635.0]","[0.6529138328792684,-0.05445892102410849,-2.1545718717332303]",0,0
HAT-P-9 b,HAT-P-9,Transit,2008,HATNet,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,3.92281072,1.02E-6,-1.02E-06,0.05287,15.614,1.393,238.05467,0.749,Mass,0.084,931,1540,32,-30,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,Unknown,6350,150,-150,0,1.34,1.28,0.12,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m40.44s,110.1685157,37.1405946,455.203,12.344,11.015,1/1/2008,"[15.614,238.05467,6350.0]","[1.324206841137109,-0.08744624593808012,1.1705720495219278]",0,5
K2-3 b,K2-3,Transit,2015,K2,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,10.0546535,8.8E-6,-9.10E-06,0.0747,2.078,0.185,5.11,0.01608,Mass,0.107,10.5,501,5,-5,0,0,<a refstr=DIAMOND_LOWE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..172D/abstract target=ref>Diamond-Lowe et al. 2022</a>,M V,3844,61,-63,0,0.55,0.55,-0.157,4.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-1.4551364,44.0727,12.168,8.561,1/1/2015,"[2.078,5.11,3844.0]","[-1.1356259037947076,-0.5693567185509325,-1.8986031499865164]",0,2
TOI-3884 b,TOI-3884,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LIBBY_ROBERTS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..249L/abstract target=ref>Libby-Roberts et al. 2023</a>,4.5445828,9.8E-6,-9.80E-06,0.0361,6.43,0.574,32.59,0.10254,Mass,0.06,6.29,441,15,-15,0,0,<a refstr=LIBBY_ROBERTS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..249L/abstract target=ref>Libby-Roberts et al. 2023</a>,Unknown,3180,88,-88,0,0.3,0.3,0.04,4.97,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m17.24s,181.5718341,12.5070258,43.1448,15.744,10.24,1/1/2022,"[6.43,32.59,3180.0]","[-0.3447576926582371,-0.5125067387364075,-2.711824352090909]",0,0
TOI-2384 b,TOI-2384,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BRYANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.3893B/abstract target=ref>Bryant et al. 2024</a>,2.13570304,3.8E-7,-3.80E-07,0.02793,11.489,1.025,624.85065,1.966,Mass,0,104.3,890,5,-5,0,0,<a refstr=BRYANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.3893B/abstract target=ref>Bryant et al. 2024</a>,Unknown,3943,14,-14,0,0.61,0.64,0.332,4.66,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h24m37.48s,36.1561463,-65.0001957,191.51,15.103,11.119,1/1/2024,"[11.489,624.85065,3943.0]","[0.5745902577414425,0.7127482102241982,-1.777354808106494]",0,0
HD 260655 b,HD 260655,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,2.76953,3.0E-5,-3.00E-05,0.02933,1.24,0.111,2.14,0.00673,Mass,0.039,42.2,709,4,-4,0,0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,M0 V,3803,10,-10,0,0.44,0.44,-0.43,5.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,17.5662696,10.0055,9.63,5.862,1/1/2022,"[1.24,2.14,3803.0]","[-1.2879116484942394,-0.5755009849282665,-1.9488171097550104]",0,0
TOI-1062 b,TOI-1062,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,4.11296,0.0015,-0.0015,0.052,2.265,0.202,10.15,0.03194,Mass,0.177,232,1077,10,-9,0,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328,56,-56,0,0.84,0.94,0.14,4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78.0236828,82.1733,10.249,8.296,1/1/2021,"[2.265,10.15,5328.0]","[-1.1016432853474372,-0.5589300846984869,-0.08110275251224215]",0,0
GJ 486 b,GJ 486,Radial Velocity,2021,Calar Alto Observatory,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240815123W/abstract target=ref>Weiner Mansfield et al. 2024</a>,1.46712127,3.1E-7,-3.50E-07,0.01714,1.289,0.115,2.77,0.00872,Mass,8.6E-4,39.2,696,7,-7,0,0,<a refstr=WEINER_MANSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240815123W/abstract target=ref>Weiner Mansfield et al. 2024</a>,Unknown,3317,36,-37,0,0.32,0.31,-0.15,4.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h47m55.57s,191.981531,9.7494181,8.07426,11.39,6.362,1/1/2021,"[1.289,2.77,3317.0]","[-1.2790071121096607,-0.5741976556967109,-2.544036242620575]",1,31
TOI-564 b,TOI-564,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.651144,1.8E-5,-1.80E-05,0.02734,11.433,1.02,464.98529,1.463,Mass,0.072,1423,1714,20,-21,0,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,Unknown,5640,34,-37,0,1.09,1,0.143,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m10.84s,130.2951535,-16.0363275,199.581,11.097,9.604,1/1/2020,"[11.433,464.98529,5640.0]","[0.5644136447304952,0.3820225010159825,0.30101323401873736]",0,0
EPIC 201595106 b,EPIC 201595106,Transit,2021,K2,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,0.87724,4.0E-5,-4.00E-05,0.0177,1.565,0.14,7.67,0.02413,Mass,0,2852,2038,39,-39,0,0,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,Unknown,5679,60,-39,0,0.98,0.96,0.01,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m52.89s,183.7203635,1.9681688,232.1,11.746,10.218,1/1/2021,"[1.565,7.67,5679.0]","[-1.228850947984278,-0.5640606505623886,0.3487777323351098]",0,2
K2-140 b,K2-140,Transit,2017,K2,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,6.569188,3.1E-5,-3.10E-05,0.068,13.563,1.21,295.58042,0.93,Mass,0,204,962,28,-28,0,0,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,G6 V,5585,120,-120,0,1.06,0.96,0.1,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-9.6076115,347.917,12.727,10.995,1/1/2017,"[13.563,295.58042,5585.0]","[0.9514883896111668,0.031561677144722335,0.23365304408539161]",0,2
